variable,x,y
bio1_unc,208.2368,0.20708397030830383
bio1_unc,209.21839999999995,0.21636119484901428
bio1_unc,210.19999999999996,0.22574788331985474
bio1_unc,211.18159999999997,0.23522625863552094
bio1_unc,212.16319999999993,0.2447781264781952
bio1_unc,213.1448,0.25438520312309265
bio1_unc,214.12639999999996,0.26402854919433594
bio1_unc,215.10799999999992,0.2736896872520447
bio1_unc,216.0896,0.28335002064704895
bio1_unc,217.07119999999995,0.2929912507534027
bio1_unc,218.05279999999996,0.30259525775909424
bio1_unc,219.03439999999998,0.31214436888694763
bio1_unc,220.01599999999993,0.3216216266155243
bio1_unc,220.99759999999995,0.3310100734233856
bio1_unc,221.97919999999996,0.3402939438819885
bio1_unc,222.96079999999998,0.34945791959762573
bio1_unc,223.94239999999994,0.3584875464439392
bio1_unc,224.92399999999995,0.36736905574798584
bio1_unc,225.90559999999996,0.37608954310417175
bio1_unc,226.88719999999992,0.3846370279788971
bio1_unc,227.8688,0.393000066280365
bio1_unc,228.85039999999995,0.4011683166027069
bio1_unc,229.8319999999999,0.4091322720050812
bio1_unc,230.81359999999998,0.4168831408023834
bio1_unc,231.79519999999994,0.4244129955768585
bio1_unc,232.7768,0.43171465396881104
bio1_unc,233.75839999999997,0.4387817978858948
bio1_unc,234.73999999999992,0.4456084668636322
bio1_unc,235.7216,0.45218974351882935
bio1_unc,236.70319999999995,0.45852118730545044
bio1_unc,237.68479999999997,0.46459895372390747
bio1_unc,238.66639999999998,0.4704197645187378
bio1_unc,239.64799999999994,0.47598081827163696
bio1_unc,240.62959999999995,0.48127976059913635
bio1_unc,241.61119999999997,0.4863147437572479
bio1_unc,242.59279999999998,0.49108409881591797
bio1_unc,243.57439999999994,0.49558666348457336
bio1_unc,244.55599999999995,0.4998215138912201
bio1_unc,245.53759999999997,0.5037879943847656
bio1_unc,246.51919999999993,0.507485568523407
bio1_unc,247.5008,0.5109140872955322
bio1_unc,248.48239999999996,0.514073371887207
bio1_unc,249.4639999999999,0.5169634222984314
bio1_unc,250.44559999999998,0.5195842385292053
bio1_unc,251.42719999999994,0.5219361186027527
bio1_unc,252.40879999999996,0.5240192413330078
bio1_unc,253.39039999999997,0.525833785533905
bio1_unc,254.37199999999993,0.5273800492286682
bio1_unc,255.35359999999994,0.5286582708358765
bio1_unc,256.3352,0.5296685695648193
bio1_unc,257.31679999999994,0.5304112434387207
bio1_unc,258.2984,0.5308863520622253
bio1_unc,259.28,0.5310940742492676
bio1_unc,260.26159999999993,0.5310343503952026
bio1_unc,261.2432,0.5307072401046753
bio1_unc,262.22479999999996,0.530112624168396
bio1_unc,263.2063999999999,0.52925044298172
bio1_unc,264.188,0.5281205177307129
bio1_unc,265.16959999999995,0.5267226099967957
bio1_unc,266.1511999999999,0.5250565409660339
bio1_unc,267.1328,0.5231220722198486
bio1_unc,268.11439999999993,0.5209189653396606
bio1_unc,269.0959999999999,0.5184469819068909
bio1_unc,270.07759999999996,0.5157058835029602
bio1_unc,271.0591999999999,0.5126956701278687
bio1_unc,272.0408,0.5094161629676819
bio1_unc,273.02239999999995,0.5058674216270447
bio1_unc,274.0039999999999,0.5020496845245361
bio1_unc,274.9856,0.4979633092880249
bio1_unc,275.96719999999993,0.4936088025569916
bio1_unc,276.9488,0.4889869689941406
bio1_unc,277.93039999999996,0.4840988516807556
bio1_unc,278.9119999999999,0.478945791721344
bio1_unc,279.8936,0.47352954745292664
bio1_unc,280.87519999999995,0.46785199642181396
bio1_unc,281.8567999999999,0.4619160294532776
bio1_unc,282.8384,0.4557245373725891
bio1_unc,283.81999999999994,0.4492810070514679
bio1_unc,284.8016,0.44258955121040344
bio1_unc,285.78319999999997,0.4356548488140106
bio1_unc,286.7647999999999,0.4284822642803192
bio1_unc,287.7464,0.4210778474807739
bio1_unc,288.72799999999995,0.41344836354255676
bio1_unc,289.7096,0.40560129284858704
bio1_unc,290.6912,0.3975449800491333
bio1_unc,291.67279999999994,0.3892885148525238
bio1_unc,292.6544,0.3864934742450714
bio1_unc,293.63599999999997,0.3864934742450714
bio1_unc,294.6175999999999,0.3864934742450714
bio1_unc,295.5992,0.3864934742450714
bio1_unc,296.58079999999995,0.3864934742450714
bio1_unc,297.5623999999999,0.3864934742450714
bio1_unc,298.544,0.3864934742450714
bio1_unc,299.52559999999994,0.3864934742450714
bio1_unc,300.5071999999999,0.3864934742450714
bio1_unc,301.48879999999997,0.3864934742450714
bio1_unc,302.4703999999999,0.3864934742450714
bio1_unc,303.4519999999999,0.3864934742450714
bio1_unc,304.43359999999996,0.3864934742450714
bio1_unc,305.4151999999999,0.3864934742450714
bio1_unc,306.39679999999987,0.3864934742450714
bio1_unc,307.37839999999994,0.3864934742450714
bio1_unc,308.3599999999999,0.3864934742450714
bio1_unc,309.34159999999997,0.3864934742450714
bio1_unc,310.32319999999993,0.3864934742450714
bio1_unc,311.3047999999999,0.3864934742450714
bio1_unc,312.28639999999996,0.3864934742450714
bio1_unc,313.2679999999999,0.3864934742450714
bio1_unc,314.2496,0.3864934742450714
bio1_unc,315.23119999999994,0.3864934742450714
bio1_unc,316.2127999999999,0.3864934742450714
bio1_unc,317.1944,0.3864934742450714
bio1_unc,318.17599999999993,0.3864934742450714
bio1_unc,319.1576,0.3864934742450714
bio1_unc,320.13919999999996,0.3864934742450714
bio1_unc,321.1207999999999,0.3864934742450714
bio1_unc,322.1024,0.3864934742450714
bio1_unc,323.08399999999995,0.3864934742450714
bio1_unc,324.0656,0.3864934742450714
bio1_unc,325.0472,0.3864934742450714
bio1_unc,326.02879999999993,0.3864934742450714
bio1_unc,327.0104,0.3864934742450714
bio1_unc,327.99199999999996,0.3864934742450714
bio1_unc,328.9735999999999,0.3864934742450714
bio1_unc,329.9552,0.3864934742450714
bio1_unc,330.93679999999995,0.3864934742450714
bio1_unc,331.9183999999999,0.3864934742450714
bio1_unc,332.9,0.3864934742450714
