Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
4.46772E-4,53.017252618,0.580578352,0.085919569,0.53125,0
4.47478E-4,53.285522922,0.580962737,0.085320826,0.546875,0
4.47936E-4,53.509381465,0.581211692,0.084821874,0.546875,0
4.50093E-4,53.779114402,0.58238076,0.084223131,0.546875,0
4.50806E-4,54.004358944,0.582765516,0.083724179,0.546875,0
4.52614E-4,54.275318979,0.583738649,0.083125437,0.546875,0
4.53596E-4,54.501914336,0.584265086,0.082626484,0.546875,0
4.56609E-4,54.775512097,0.585872394,0.082027742,0.5625,0
4.57651E-4,55.004050172,0.586425128,0.08152879,0.5625,0
4.59045E-4,55.27915333,0.587162527,0.080930047,0.5625,0
4.59937E-4,55.508929895,0.587633249,0.080431095,0.5625,0
4.62583E-4,55.831759635,0.589022215,0.079732562,0.5625,0
4.63657E-4,56.017049689,0.589583801,0.0793334,0.5625,0
4.64687E-4,56.295629475,0.590120619,0.078734657,0.59375,0
4.65345E-4,56.528181534,0.590462505,0.078235705,0.625,0
4.66378E-4,56.761169749,0.590998798,0.077736753,0.625,0
4.67193E-4,57.041287225,0.591420906,0.07713801,0.625,0
4.68246E-4,57.275168955,0.591964503,0.076639058,0.625,0
4.68817E-4,57.509407745,0.592259012,0.076140106,0.625,0
4.69737E-4,57.791084777,0.59273229,0.075541363,0.625,0
4.71502E-4,58.026433595,0.593637576,0.075042411,0.625,0
4.72629E-4,58.262566431,0.594213216,0.074543459,0.625,0
4.73246E-4,58.546357791,0.594527673,0.073944716,0.625,0
4.74009E-4,58.783210135,0.594915984,0.073445764,0.625,0
4.74834E-4,59.020437212,0.595334779,0.072946812,0.625,0
4.76574E-4,59.258472661,0.596215863,0.072447859,0.625,0
4.77637E-4,59.544667504,0.596752343,0.071849117,0.625,0
4.79921E-4,59.784277467,0.597899653,0.071350165,0.625,0
4.81371E-4,60.024716487,0.598624685,0.070851212,0.625,0
4.83344E-4,60.265778287,0.599606817,0.07035226,0.625,0
4.84565E-4,60.507836758,0.600212595,0.069853308,0.625,0
4.86139E-4,60.750610774,0.600990682,0.069354356,0.625,0
4.87479E-4,61.042799066,0.601650451,0.068755613,0.625,0
4.89029E-4,61.286954691,0.602410967,0.068256661,0.625,0
4.90891E-4,61.532026217,0.603320898,0.067757709,0.625,0
4.9261E-4,61.826995357,0.604157017,0.067158966,0.625,0
4.93199E-4,62.024162639,0.604442908,0.066759804,0.625,0
4.93872E-4,62.270884798,0.604768808,0.066260852,0.625,0
4.95881E-4,62.56808338,0.605738827,0.06566211,0.625,0
4.97011E-4,62.766631538,0.606282234,0.065262948,0.625,0
4.98614E-4,63.015600514,0.607050493,0.064763996,0.625,0
4.98917E-4,63.26497305,0.607195672,0.064265043,0.625,0
4.9965E-4,63.514728832,0.607545803,0.063766091,0.625,0
5.00367E-4,63.764792209,0.607887685,0.063267139,0.625,0
5.01522E-4,64.015278986,0.60843713,0.062768187,0.625,0
5.03025E-4,64.266510784,0.609149527,0.062269235,0.625,0
5.04629E-4,64.518615193,0.609907566,0.061770282,0.625,0
5.06598E-4,64.771530351,0.610833728,0.06127133,0.625,0
5.06905E-4,65.024912733,0.610977372,0.060772378,0.625,0
5.10025E-4,65.278860145,0.612434982,0.060273426,0.625,0
5.11262E-4,65.534259152,0.613009927,0.059774474,0.625,0
5.12021E-4,65.79019144,0.613361648,0.059275521,0.625,0
5.13797E-4,66.046628599,0.614182514,0.058776569,0.625,0
5.15066E-4,66.252356161,0.614767065,0.058377407,0.625,0
5.16801E-4,66.510394823,0.615563024,0.057878455,0.625,0
5.18346E-4,66.769166792,0.616268979,0.057379503,0.625,0
5.19246E-4,67.028600225,0.616679452,0.056880551,0.625,0
5.20539E-4,67.340541128,0.617267049,0.056281808,0.625,0
5.21446E-4,67.548950166,0.617678247,0.055882646,0.625,0
5.2283E-4,67.757898412,0.618303941,0.055483485,0.625,0
5.23594E-4,68.071786729,0.618648657,0.054884742,0.625,0
5.25147E-4,68.281586519,0.619347213,0.05448558,0.625,0
5.26789E-4,68.544787396,0.620082529,0.053986628,0.625,0
5.28305E-4,68.755970724,0.620759583,0.053587466,0.625,0
5.29417E-4,69.0204254,0.621254157,0.053088514,0.625,0
5.30091E-4,69.28535242,0.621553709,0.052589562,0.625,0
5.30644E-4,69.550545606,0.621798729,0.05209061,0.625,0
5.31825E-4,69.763053486,0.622321539,0.051691448,0.625,0
5.32816E-4,70.029313303,0.622759095,0.051192496,0.625,0
5.34194E-4,70.296054248,0.62336546,0.050693544,0.625,0
5.34666E-4,70.509819535,0.623572827,0.050294382,0.625,0
5.35957E-4,70.7775656,0.624139017,0.04979543,0.625,0
5.37121E-4,71.045786406,0.624647847,0.049296477,0.625,0
5.38273E-4,71.260951609,0.625149703,0.048897316,0.625,0
5.38807E-4,71.530260625,0.625382269,0.048398363,0.625,0
5.40182E-4,71.80010439,0.625979219,0.047899411,0.625,0
5.41505E-4,72.016518904,0.626551791,0.047500249,0.625,0
5.42126E-4,72.287410614,0.626820018,0.047001297,0.625,0
5.4308E-4,72.504490163,0.627230889,0.046602136,0.625,0
5.44062E-4,72.776473859,0.627653163,0.046003393,0.640625,0
5.45943E-4,73.048973582,0.628459382,0.045604231,0.6875,0
5.46588E-4,73.26748346,0.628735306,0.045205069,0.6875,0
5.4798E-4,73.541278126,0.62932884,0.044706117,0.6875,0
5.4827E-4,73.760569812,0.629452092,0.044306955,0.6875,0
5.49251E-4,74.035016387,0.629869001,0.043808003,0.6875,0
5.4969E-4,74.309824118,0.630055234,0.043309051,0.6875,0
5.50892E-4,74.52998785,0.630564186,0.042909889,0.6875,0
5.51391E-4,74.750453368,0.630775131,0.042510727,0.6875,0
5.52848E-4,75.026494014,0.631389475,0.042011775,0.6875,0
5.54071E-4,75.303305942,0.631903727,0.041512823,0.6875,0
5.54935E-4,75.525120554,0.632265916,0.041113661,0.6875,0
5.56707E-4,75.803119991,0.633006759,0.040614709,0.6875,0
5.57733E-4,76.026095031,0.633434678,0.040215547,0.6875,0
5.58881E-4,76.361152597,0.633911703,0.039616805,0.6875,0
5.59608E-4,76.528893872,0.634213343,0.039317433,0.6875,0
5.60747E-4,76.75296803,0.634685258,0.038918272,0.6875,0
5.62693E-4,77.034074658,0.635487998,0.038419319,0.6875,0
5.63175E-4,77.259237212,0.635686076,0.038020158,0.6875,0
5.64139E-4,77.54116621,0.636082311,0.037521205,0.6875,0
5.6443E-4,77.766922433,0.636201437,0.037122044,0.6875,0
5.65224E-4,78.049364098,0.636527129,0.036623092,0.6875,0
5.65499E-4,78.275497557,0.636639399,0.03622393,0.6875,0
5.65882E-4,78.501839187,0.636795882,0.035824768,0.6875,0
5.67318E-4,78.785187222,0.637381869,0.035325816,0.6875,0
5.67784E-4,79.068999982,0.637571677,0.034727073,0.6875,0
5.68233E-4,79.296229041,0.637754483,0.034427702,0.734375,0
5.69172E-4,79.523796631,0.63813587,0.03402854,0.734375,0
5.69738E-4,79.751622906,0.638365392,0.033629378,0.734375,0
5.71696E-4,80.037196208,0.639156864,0.033130426,0.734375,0
5.71876E-4,80.265928912,0.639229504,0.032731264,0.765625,0
5.73435E-4,80.552400593,0.639857293,0.032232312,0.8125,0
5.73919E-4,80.781912384,0.640051322,0.03183315,0.8125,0
5.75087E-4,81.01175106,0.640519867,0.031433989,0.8125,0
5.76689E-4,81.299986792,0.641160186,0.030835246,0.8125,0
5.77316E-4,81.530789831,0.641410145,0.030535875,0.875,0
5.77503E-4,81.761770868,0.641484559,0.030136713,0.890625,0
5.78552E-4,82.050809367,0.641901607,0.029637761,0.890625,0
5.79002E-4,82.28232471,0.642080367,0.029238599,0.890625,0
5.80131E-4,82.514135344,0.642527948,0.028839437,0.890625,0
5.81274E-4,82.804466845,0.642979888,0.028340485,0.890625,0
5.8185E-4,83.037059142,0.643207364,0.027941323,0.890625,0
5.82852E-4,83.270100636,0.643602088,0.027542161,0.890625,0
5.8419E-4,83.503466019,0.644127734,0.027143,0.890625,0
5.85118E-4,83.795831595,0.644491619,0.026644048,0.890625,0
5.85683E-4,84.03000518,0.64471282,0.026244886,0.890625,0
5.86505E-4,84.264451024,0.645033919,0.025845724,0.890625,0
5.88091E-4,84.558136038,0.645652138,0.025346772,0.890625,0
5.8835E-4,84.793432044,0.64575277,0.02494761,0.890625,0
5.89201E-4,85.029037371,0.646083195,0.024548448,0.890625,0
5.9098E-4,85.265203047,0.64677241,0.024149286,0.890625,0
5.91772E-4,85.501805261,0.647078296,0.023750125,0.890625,0
5.92587E-4,85.797925642,0.647392476,0.023251173,0.890625,0
5.93139E-4,86.035097747,0.647604795,0.022852011,0.890625,0
5.93381E-4,86.272422128,0.647698238,0.022452849,0.890625,0
5.9414E-4,86.509943492,0.647989739,0.022053687,0.890625,0
5.94898E-4,86.807262621,0.648280318,0.021554735,0.890625,0
5.96159E-4,87.045624918,0.648762942,0.021155573,0.890625,0
5.97255E-4,87.28431741,0.649181715,0.020756412,0.890625,0
5.97853E-4,87.523345271,0.649409562,0.02035725,0.890625,0
5.98172E-4,87.762569472,0.649530918,0.019958088,0.890625,0
